165, 1304, 551
77, 1304, 627
396, 1304, 825
1056, 1304, 1227
738, 1304, 1233
162, 1304, 1285
216, 1304, 1309
6412.5, 1304, 1371
44, 1304, 1399
276, 1304, 1479
198, 1304, 1639
1254, 1304, 1661
60, 1304, 1727
924, 1304, 1869
450, 1305, 73
105, 1305, 407
675, 1305, 493
625, 1305, 627
37017.25, 1305, 1305
175, 1305, 1369
245, 1305, 1715
5, 1305, 1979
420, 1306, 71
2200, 1306, 197
4725, 1306, 233
1833, 1306, 241
1376, 1306, 263
702, 1306, 335
4920, 1306, 373
140, 1306, 473
16200, 1306, 481
20, 1306, 533
1849, 1306, 605
124, 1306, 691
14175, 1306, 703
20, 1306, 851
44, 1306, 853
780, 1306, 1223
1911, 1306, 1277
63, 1306, 1347
1419, 1306, 1367
2021, 1306, 1383
9787.5, 1306, 1569
602, 1306, 1647
9575, 1306, 1685
3375, 1306, 1717
1131, 1306, 1859
1764, 1306, 1929
1692, 1307, 31
1558, 1307, 37
6786, 1307, 421
592, 1307, 467
10304.5, 1307, 511
750, 1307, 557
1739, 1307, 745
1476, 1307, 757
1056, 1307, 793
1120, 1307, 923
32, 1307, 1089
52728.75, 1307, 1307
304, 1307, 1309
185, 1307, 1365
370, 1307, 1369
9025, 1307, 1371
9840, 1307, 1683
1659, 1307, 1695
1406, 1307, 1791
777, 1307, 1869
2024, 1308, 35
12210, 1308, 771
1280, 1308, 941
924, 1308, 1055
5424, 1308, 1961
1536, 1309, 77
310, 1309, 83
1727.5, 1309, 205
1312, 1309, 237
205, 1309, 297
522, 1309, 301
1376, 1309, 381
480, 1309, 461
12622.5, 1309, 563
110, 1309, 597
64, 1309, 617
11685, 1309, 697
192, 1309, 761
1665, 1309, 831
215, 1309, 927
5724, 1309, 1083
378, 1309, 1099
1550, 1309, 1127
215, 1309, 1159
936, 1309, 1295
53351.25, 1309, 1309
1890, 1309, 1395
120, 1309, 1413
162, 1309, 1447
2160, 1309, 1457
1287, 1309, 1497
256, 1309, 1511
1600, 1309, 1629
1638, 1309, 1825
45, 1309, 1845
1568, 1310, 287
15675, 1310, 363
1450, 1310, 725
1750, 1310, 875
6193, 1310, 917
2150, 1310, 1045
9487.5, 1310, 1115
1320, 1310, 1171
80, 1310, 1175
1400, 1310, 1183
111, 1310, 1217
30, 1310, 1255
111, 1310, 1293
120, 1310, 1469
1517, 1310, 1813
132, 1310, 1869
3174, 1311, 105
504, 1311, 143
2000, 1311, 285
171, 1311, 323
432, 1311, 337
594, 1311, 371
387, 1311, 571
920, 1311, 599
2000, 1311, 653
9900, 1311, 697
128, 1311, 735
2070, 1311, 741
1794, 1311, 753
138, 1311, 843
48, 1311, 1151
2664, 1311, 1199
6762.5, 1311, 1301
49095.75, 1311, 1311
564, 1311, 1661
720, 1311, 1713
5139.5, 1311, 1991
1640, 1312, 37
6538, 1312, 353
980, 1312, 367
192, 1312, 599
6771.5, 1312, 837
132, 1312, 1165
1155, 1312, 1189
512, 1312, 1205
1617, 1312, 1225
11675, 1312, 1237
320, 1312, 1309
9500, 1312, 1371
9685.5, 1312, 1675
693, 1312, 1725
5712, 1313, 121
1410, 1313, 667
291, 1313, 743
8211, 1313, 1139
276, 1313, 1181
4641, 1313, 1251
51318.75, 1313, 1313
12, 1313, 1993
2112, 1314, 25
2918.5, 1314, 213
756, 1314, 223
898, 1314, 305
5128.5, 1314, 353
288, 1314, 587
2876.5, 1314, 589
8755.5, 1314, 1325
492, 1314, 1573
273, 1314, 1613
132, 1314, 1727
2918.5, 1314, 1749
576, 1314, 1765
540, 1314, 1831
165, 1314, 1853
936, 1314, 2011
1330, 1315, 779
2612.5, 1315, 965
3437.5, 1315, 1255
44756.25, 1315, 1315
237, 1315, 1695
702, 1316, 237
522, 1316, 273
7973.5, 1316, 481
3339, 1316, 501
532, 1316, 709
8415, 1316, 803
152, 1316, 911
11385, 1316, 929
448, 1316, 1045
6707, 1316, 1089
874, 1316, 1105
120, 1316, 1439
4041, 1316, 1469
7340, 1316, 1481
1960, 1316, 1889
380, 1316, 1927
720, 1316, 2001
609, 1317, 247
24117.75, 1317, 1317
1944, 1317, 1935
1720, 1318, 43
10135.5, 1318, 201
330, 1318, 237
658, 1318, 351
645, 1318, 403
588, 1318, 429
1175, 1318, 443
45, 1318, 499
100, 1318, 559
1410, 1318, 691
360, 1318, 823
16077, 1318, 855
846, 1318, 867
450, 1318, 955
10674, 1318, 979
884, 1318, 983
744, 1318, 1055
5592, 1318, 1057
240, 1318, 1129
1081, 1318, 1199
476, 1318, 1385
525, 1318, 1507
1116, 1318, 1513
1080, 1318, 1615
1927, 1318, 1643
2097, 1318, 1645
17125.5, 1318, 1701
4194, 1318, 1843
1116, 1318, 1889
4260, 1318, 1905
4301, 1318, 1971
504, 1318, 2013
6170.5, 1319, 355
1400, 1319, 615
2000, 1319, 739
18675, 1319, 791
950, 1319, 1109
24305.75, 1319, 1319
2500, 1319, 1461
2250, 1319, 1569
2450, 1319, 1783
1450, 1319, 1829
650, 1319, 1869
1189, 1320, 325
7075, 1320, 453
4669.5, 1320, 457
2122.5, 1320, 501
2122.5, 1320, 1233
42, 1321, 97
925, 1321, 411
1739, 1321, 425
2262, 1321, 1063
172, 1321, 1165
1505, 1321, 1189
2107, 1321, 1225
119, 1321, 1297
53062.75, 1321, 1321
5655, 1321, 1407
1696.5, 1321, 1507
12620.5, 1321, 1675
903, 1321, 1725
9675.5, 1321, 1797
5466.5, 1321, 1895
238, 1321, 1929
344, 1322, 15
2107, 1322, 23
11418, 1322, 67
43, 1322, 133
6255, 1322, 137
8092.5, 1322, 159
144, 1322, 177
1476, 1322, 187
1200, 1322, 217
1033.5, 1322, 301
410, 1322, 447
66, 1322, 449
1034, 1322, 479
60, 1322, 583
10642.5, 1322, 625
220, 1322, 633
2067, 1322, 701
1378, 1322, 815
572, 1322, 987
1034, 1322, 995
1475, 1322, 1043
64, 1322, 1161
902, 1322, 1555
726, 1322, 1581
1053, 1322, 1673
5512, 1322, 1683
1677, 1322, 1689
816, 1322, 1783
630, 1322, 1945
1584, 1322, 1953
924, 1322, 1965
264, 1322, 1971
858, 1322, 1983
108, 1323, 35
50, 1323, 191
3353.5, 1323, 291
18, 1323, 355
21, 1323, 509
2443.5, 1323, 583
2294.5, 1323, 643
396, 1323, 691
270, 1323, 1057
315, 1323, 1111
153, 1323, 1177
189, 1323, 1289
72, 1323, 1307
24974.75, 1323, 1323
40, 1323, 1599
270, 1323, 1843
3208.5, 1324, 619
390, 1324, 675
3208.5, 1324, 1373
5885, 1325, 27
2058, 1325, 39
11587.5, 1325, 103
12172.5, 1325, 153
88, 1325, 229
